"year","rank","male","female"
2009,25,"Ömer Faruk","Yaren"
2009,26,"İsmail","Emine"
2009,27,"Umut","Kübra"
2009,28,"Baran","Duru"
2009,29,"Abdullah","Hiranur"
2009,30,"Batuhan","Ceren"
2009,31,"Ege","Azra"
2009,32,"Hamza","Melisa"
2009,33,"Yasin","Şevval"
2009,34,"Ramazan","İlayda"
2009,35,"Kaan","Esmanur"
2009,36,"Samet","Nehir"
2009,37,"Muhammet","Beyza"
2009,38,"Bedirhan","Irmak"
2009,39,"Muhammed Ali","Ceylin"
2009,40,"Emir","Aleyna"
2009,41,"Murat","Esma"
2009,42,"Deniz","Nisa"
2009,43,"Mehmet Ali","Ayşegül"
2009,44,"Barış","Defne"
2009,45,"Salih","Belinay"
2009,46,"Bilal","Damla"
2009,47,"Yağız","Gamze"
2009,48,"Berkay","Sude"
2009,49,"Kadir","Betül"
2009,50,"Muhammed Emin","Ebrar"
2009,51,"Onur","Nisa Nur"
2009,52,"Miraç","Esra"
2009,53,"Harun","Hayrunnisa"
2009,54,"Eymen","Cansu"
2009,55,"Osman","Hilal"
2009,56,"Utku","Ayşenur"
2009,57,"Fatih","Edanur"
2009,58,"Semih","Asya"
2009,59,"Abdulkadir","Nazlı"
2009,60,"Halil","Dilara"
2009,61,"Doruk","Semanur"
2009,62,"Halil İbrahim","Rümeysa"
2009,63,"Yakup","Sıla"
2009,64,"Mehmet Emin","Ece"
2009,65,"Eyüp","Sude Naz"
2009,66,"Erdem","Berra"
2009,67,"Süleyman","Fatma Nur"
2009,68,"Fırat","Eda"
2009,69,"Musa","Beren"
2009,70,"Adem","Sinem"
2009,71,"Talha","Beyzanur"
2009,72,"Metehan","Fatmanur"
2009,73,"Oğuzhan","Buse"
2009,74,"Muhammet Ali","Tuğba"
2009,75,"Alper","Deniz"
2009,76,"Muhammed Enes","Gizem"
2009,77,"Yunus","Selin"
2009,78,"Serhat","Tuğçe"
2009,79,"Mahmut","İlknur"
2009,80,"Taha","Rumeysa"
2009,81,"Muhammed mustafa","Bahar"
2009,82,"Mehmet Efe","Şeyma"
2009,83,"İsa","Esma Nur"
2009,84,"Hakan","Cemre"
2009,85,"Egemen","Pınar"
2009,86,"Mehmet Akif","Hazal"
2009,87,"Abdulsamet","Narin"
2009,88,"Serkan","Elif Nur"
2009,89,"Eray","Elif Naz"
2009,90,"İbrahim Halil","Ada"
2009,91,"Bünyamin","Yasemin"
2009,92,"Uğur","Özlem"
2009,93,"Kayra","Özge"
2009,94,"Ayaz","Sena"
2009,95,"Caner","Sultan"
2009,96,"Ozan","Kardelen"
2009,97,"Melih","Melis"
2009,98,"Özgür","Aslı"
2009,99,"Tunahan","İpek"
2009,100,"Recep","Havin"
2010,1,"Yusuf","Zeynep"
2010,2,"Mustafa","Elif"
2010,3,"Mehmet","Yağmur"
2010,4,"Ahmet","Ecrin"
2010,5,"Arda","Nisanur"
2010,6,"Berat","İrem"
2010,7,"Muhammed","Zehra"
2010,8,"Enes","Eylül"
2010,9,"Yiğit","Nehir"
2010,10,"Furkan","Merve"
2010,11,"Ömer","Fatma"
2010,12,"Ali","Azra"
2010,13,"Emirhan","Nisa"
2010,14,"Mert","Büşra"
2010,15,"İbrahim","Meryem"
2010,16,"Hüseyin","Ayşe"
2010,17,"Eren","Medine"
2010,18,"Umut","Hiranur"
2010,19,"Yunus Emre","Hatice"
2010,20,"Efe","Asmin"
2010,21,"Kerem","Sümeyye"
2010,22,"Ömer Faruk","Tuana"
2010,23,"Hasan","Rabia"
2010,24,"Alperen","Melike"
2010,25,"İsmail","Yaren"
2010,26,"Burak","Melisa"
2010,27,"Emre","Elanur"
2010,28,"Emir","Emine"
2010,29,"Hamza","Ela"
2010,30,"Baran","Kübra"
2010,31,"Abdullah","Sudenaz"
2010,32,"Muhammed Ali","Duru"
2010,33,"Batuhan","Belinay"
2010,34,"Yasin","Nisa Nur"
2010,35,"Ege","Melek"
2010,36,"Samet","Berfin"
2010,37,"Eymen","Esmanur"
2010,38,"Kaan","Ceren"
2010,39,"Ramazan","Ceylin"
2010,40,"Harun","Irmak"
2010,41,"Muhammet","Damla"
2010,42,"Erdem","Defne"
2010,43,"Berkay","Şevval"
2010,44,"Murat","Esma"
2010,45,"Muhammed Emin","Beyza"
2010,46,"Miraç","İlayda"
2010,47,"Mehmet Ali","Edanur"
2010,48,"Deniz","Eda"
2010,49,"Bedirhan","Ebrar"
2010,50,"Yakup","Ayşegül"
2010,51,"Doruk","Asya"
2010,52,"Salih","Gamze"
2010,53,"Osman","Betül"
2010,54,"Bünyamin","Hilal"
2010,55,"Bilal","Hayrunnisa"
2010,56,"Kadir","Cemre"
2010,57,"Fatih","Aleyna"
2010,58,"Barış","Esra"
2010,59,"Onur","Ayşenur"
2010,60,"Halil","Berra"
2010,61,"Yağız","Cansu"
2010,62,"Mehmet Emin","Sude"
2010,63,"Utku","Beren"
2010,64,"Abdulkadir","Ece"
2010,65,"Halil İbrahim","Semanur"
2010,66,"Talha","Nazlı"
2010,67,"Süleyman","Fatma Nur"
2010,68,"Kuzey","Rümeysa"
2010,69,"Muhammed Enes","Deniz"
2010,70,"Musa","Ada"
2010,71,"Semih","Dilara"
2010,72,"Muhammet Ali","Fatmanur"
2010,73,"Serhat","Elif Nur"
2010,74,"Eyüp","Sıla"
2010,75,"Adem","Gizem"
2010,76,"Muhammed mustafa","Esma Nur"
2010,77,"Metehan","Tuğba"
2010,78,"Poyraz","Beyzanur"
2010,79,"Mahmut","Elif Naz"
2010,80,"Alper","Sinem"
2010,81,"Taha","Bahar"
2010,82,"Egemen","Hazal"
2010,83,"Yunus","Sude Naz"
2010,84,"Toprak","Buse"
2010,85,"Çınar","Yasemin"
2010,86,"Mehmet Efe","İlknur"
2010,87,"Mehmet Akif","İpek"
2010,88,"Oğuzhan","Melis"
2010,89,"İsa","Ezgi"
2010,90,"Melih","Şeyma"
2010,91,"Fırat","Selin"
2010,92,"İbrahim Halil","Pınar"
2010,93,"Rüzgar","Öykü"
2010,94,"Kayra","Tuğçe"
2010,95,"Muhammet Emin","Özlem"
2010,96,"Ozan","Havin"
2010,97,"Ayaz","Aslı"
2010,98,"Uğur","Kevser"
2010,99,"Eray","Rumeysa"
2010,100,"Abdulsamet","Sena"
2011,1,"Yusuf","Zeynep"
2011,2,"Mustafa","Elif"
2011,3,"Berat","Ecrin"
2011,4,"Emir","Yağmur"
2011,5,"Mehmet","Nisanur"
2011,6,"Ahmet","Azra"
2011,7,"Muhammed","Nehir"
2011,8,"Enes","Zehra"
2011,9,"Ömer","İrem"
2011,10,"Emirhan","Eylül"
2011,11,"Furkan","Ela"
2011,12,"Ali","Merve"
2011,13,"İbrahim","Belinay"
2011,14,"Arda","Hiranur"
2011,15,"Çınar","Sümeyye"
2011,16,"Mert","Meryem"
2011,17,"Yiğit","Fatma"
2011,18,"Hüseyin","Nisa"
2011,19,"Yunus Emre","Rabia"
2011,20,"Kerem","Ayşe"
2011,21,"Eren","Büşra"
2011,22,"Ömer Faruk","Elanur"
2011,23,"Efe","Hatice"
2011,24,"Hasan","Melisa"
2011,25,"Umut","Tuana"
2011,26,"Alperen","Medine"
2011,27,"Burak","Damla"
2011,28,"Muhammed Ali","Kübra"
2011,29,"Hamza","Esmanur"
2011,30,"İsmail","Ceylin"
2011,31,"Eymen","Emine"
2011,32,"Emre","Nisa Nur"
2011,33,"Abdullah","Irmak"
2011,34,"Yasin","Asmin"
2011,35,"Batuhan","Ceren"
2011,36,"Muhammed Emin","Duru"
2011,37,"Baran","Esma"
2011,38,"Miraç","Melike"
2011,39,"Berkay","Melek"
2011,40,"Ramazan","Yaren"
2011,41,"Samet","Asya"
2011,42,"Mehmet Ali","Sudenaz"
2011,43,"Harun","Betül"
2011,44,"Kaan","Beren"
2011,45,"Murat","Ebrar"
2011,46,"Ege","Beyza"
2011,47,"Bünyamin","Hayrunnisa"
2011,48,"Osman","Berfin"
2011,49,"Bilal","Şevval"
2011,50,"Rüzgar","İlayda"
2011,51,"Muhammet","Ayşegül"
2011,52,"Deniz","Cemre"
2011,53,"Yakup","Eda"
2011,54,"Erdem","Defne"
2011,55,"Kadir","Berra"
2011,56,"Kuzey","Hilal"
2011,57,"Muhammed Emir","Esra"
2011,58,"Fatih","Edanur"
2011,59,"Bedirhan","Ayşenur"
2011,60,"Muhammed Enes","Ece"
2011,61,"Salih","Rümeysa"
2011,62,"Metehan","Buğlem"
2011,63,"Muhammed mustafa","Elif Naz"
2011,64,"Halil","Gamze"
2011,65,"Abdulkadir","Ada"
2011,66,"Halil İbrahim","Aleyna"
2011,67,"Mehmet Emin","Semanur"
2011,68,"Onur","Elif Nur"
2011,69,"Poyraz","Fatma Nur"
2011,70,"Talha","Deniz"
2011,71,"Süleyman","Fatmanur"
2011,72,"Doruk","Esma Nur"
2011,73,"Musa","Cansu"
2011,74,"Muhammet Ali","Dilara"
2011,75,"Serhat","Melis"
2011,76,"Aras","Nazlı"
2011,77,"Barış","Sıla"
2011,78,"Mahmut","Beyzanur"
2011,79,"Eyüp","Esila"
2011,80,"Adem","Hazal"
2011,81,"Egemen","İpek"
2011,82,"Kayra","Havin"
2011,83,"Yağız","Tuğba"
2011,84,"Semih","Öykü"
2011,85,"Mehmet Efe","Aylin"
2011,86,"Mehmet Akif","Miray"
2011,87,"Fırat","Bahar"
2011,88,"Melih","Sude"
2011,89,"Toprak","Rumeysa"
2011,90,"Yunus","Gizem"
2011,91,"İsa","İlknur"
2011,92,"İbrahim Halil","Yasemin"
2011,93,"Alper","Buse"
2011,94,"Mete","Şeyma"
2011,95,"Muhammed Yusuf","Eslem"
2011,96,"Ahmet Efe","Ezgi"
2011,97,"Taha","Aslı"
2011,98,"Kerim","Derin"
2011,99,"Muhammet Emin","Selin"
2011,100,"Eray","Hümeyra"
2012,1,"Berat","Zeynep"
2012,2,"Yusuf","Elif"
2012,3,"Emir","Ecrin"
2012,4,"Mustafa","Yağmur"
2012,5,"Mehmet","Azra"
2012,6,"Ahmet","Nisanur"
2012,7,"Muhammed","Zehra"
2012,8,"Ömer","Nehir"
2012,9,"Emirhan","Ela"
2012,10,"Çınar","Belinay"
2012,11,"Enes","Hiranur"
2012,12,"Ali","Eylül"
2012,13,"İbrahim","Meryem"
2012,14,"Furkan","Merve"
2012,15,"Yunus Emre","Sümeyye"
2012,16,"Hüseyin","Hatice"
2012,17,"Kerem","İrem"
2012,18,"Miraç","Rabia"
2012,19,"Ömer Faruk","Elanur"
2012,20,"Muhammed Ali","Fatma"
2012,21,"Mert","Ayşe"
2012,22,"Umut","Cemre"
2012,23,"Hasan","Tuana"
2012,24,"Eymen","Medine"
2012,25,"Hamza","Büşra"
2012,26,"Arda","Damla"
2012,27,"Eren","Nisa"
2012,28,"Yiğit","Esmanur"
2012,29,"Burak","Esma"
2012,30,"İsmail","Emine"
2012,31,"Efe","Melek"
2012,32,"Muhammed Emin","Melisa"
2012,33,"Alperen","Irmak"
2012,34,"Abdullah","Beren"
2012,35,"Yasin","Kübra"
2012,36,"Emre","Buğlem"
2012,37,"Muhammed Emir","Ceylin"
2012,38,"Mehmet Ali","Betül"
2012,39,"Batuhan","Nisa Nur"
2012,40,"Kaan","Duru"
2012,41,"Ramazan","Ceren"
2012,42,"Baran","Melike"
2012,43,"Bünyamin","Beyza"
2012,44,"Ege","Asya"
2012,45,"Murat","Yaren"
2012,46,"Berkay","Ebrar"
2012,47,"Osman","Defne"
2012,48,"Deniz","Ayşegül"
2012,49,"Rüzgar","Asmin"
2012,50,"Kuzey","Hayrunnisa"
2012,51,"Bilal","Berfin"
2012,52,"Muhammet","Berra"
2012,53,"Yakup","Şevval"
2012,54,"Muhammed mustafa","Ece"
2012,55,"Harun","İlayda"
2012,56,"Samet","Sudenaz"
2012,57,"Kayra","Elif Naz"
2012,58,"Salih","Elif Nur"
2012,59,"Mehmet Emin","Ada"
2012,60,"Kadir","Hilal"
2012,61,"Muhammed Enes","Edanur"
2012,62,"Erdem","Ayşenur"
2012,63,"Talha","Esra"
2012,64,"Halil","Esila"
2012,65,"Poyraz","Deniz"
2012,66,"Abdulkadir","Eslem"
2012,67,"Fatih","Rümeysa"
2012,68,"Muhammet Ali","Bahar"
2012,69,"Egemen","Eda"
2012,70,"Metehan","Derin"
2012,71,"Halil İbrahim","Miray"
2012,72,"Aras","Hazal"
2012,73,"Bedirhan","Fatma Nur"
2012,74,"Süleyman","Fatmanur"
2012,75,"Musa","Gamze"
2012,76,"Doruk","Semanur"
2012,77,"Yağız","Esma Nur"
2012,78,"Adem","Melis"
2012,79,"Mehmet Akif","İpek"
2012,80,"Muhammed Yusuf","Zümra"
2012,81,"Eyüp","Nazlı"
2012,82,"Mehmet Efe","Tuğba"
2012,83,"Onur","Mina"
2012,84,"Mahmut","Erva"
2012,85,"Serhat","Cansu"
2012,86,"Barış","Havin"
2012,87,"Ayaz","Öykü"
2012,88,"İbrahim Halil","Şeyma"
2012,89,"Semih","Hira Nur"
2012,90,"İsa","Hümeyra"
2012,91,"Muhammet Emin","Havva"
2012,92,"Yunus","Sıla"
2012,93,"Sıraç","Aylin"
2012,94,"Taha","Fatma Zehra"
2012,95,"Ensar","Aysima"
2012,96,"Anıl","Yasemin"
2012,97,"Melih","Hatice Kübra"
2012,98,"Eray","Beyzanur"
2012,99,"Kerim","Gizem"
2012,100,"Ebubekir","Aslı"
2013,1,"Yusuf","Zeynep"
2013,2,"Berat","Elif"
2013,3,"Mustafa","Ecrin"
2013,4,"Ahmet","Yağmur"
2013,5,"Emir","Zehra"
2013,6,"Ömer","Azra"
2013,7,"Mehmet","Nisanur"
2013,8,"Muhammed","Nehir"
2013,9,"Emirhan","Hiranur"
2013,10,"Eymen","Belinay"
2013,11,"Ali","Ela"
2013,12,"Çınar","Meryem"
2013,13,"Enes","Irmak"
2013,14,"Miraç","Eylül"
2013,15,"Kerem","Sümeyye"
2013,16,"Hüseyin","Cemre"
2013,17,"Umut","Rabia"
2013,18,"Yunus Emre","Fatma"
2013,19,"İbrahim","Ayşe"
2013,20,"Furkan","Hatice"
2013,21,"Muhammed Ali","Esma"
2013,22,"Hamza","Merve"
2013,23,"Ömer Faruk","Elanur"
2013,24,"Hasan","Duru"
2013,25,"Mert","Esmanur"
2013,26,"Burak","Beren"
2013,27,"Rüzgar","Nisa"
2013,28,"Muhammed Emin","Tuana"
2013,29,"Yiğit","Derin"
2013,30,"Abdullah","Damla"
2013,31,"Arda","Melek"
2013,32,"Emre","Büşra"
2013,33,"İsmail","Buğlem"
2013,34,"Alperen","Medine"
2013,35,"Eren","Emine"
2013,36,"Yasin","Melisa"
2013,37,"Efe","Nisa Nur"
2013,38,"Kaan","Yaren"
2013,39,"Poyraz","Asya"
2013,40,"Bilal","Kübra"
2013,41,"Talha","Beyza"
2013,42,"Baran","Betül"
2013,43,"Mehmet Ali","İrem"
2013,44,"Muhammed Emir","Miray"
2013,45,"Ramazan","Eslem"
2013,46,"Deniz","Ebrar"
2013,47,"Bünyamin","Defne"
2013,48,"Ege","Feyza"
2013,49,"Murat","Elif Naz"
2013,50,"Salih","Melike"
2013,51,"Yağız","Berfin"
2013,52,"Muhammed mustafa","Ada"
2013,53,"Berkay","Ceren"
2013,54,"Osman","Erva"
2013,55,"Mehmet Emin","Ayşegül"
2013,56,"Yakup","Elif Nur"
2013,57,"Kuzey","Hayrunnisa"
2013,58,"Ayaz","Berra"
2013,59,"Batuhan","Zümra"
2013,60,"Bedirhan","Deniz"
2013,61,"Harun","Esila"
2013,62,"Aras","Şevval"
2013,63,"Muhammed Enes","Ceylin"
2013,64,"Mehmet Akif","Esra"
2013,65,"Kadir","Asmin"
2013,66,"Erdem","Aysima"
2013,67,"Fatih","Ayşenur"
2013,68,"Metehan","Esma Nur"
2013,69,"Halil İbrahim","Hilal"
2013,70,"Barış","Rümeysa"
2013,71,"Samet","Fatmanur"
2013,72,"Halil","Edanur"
2013,73,"Muhammed Yusuf","Mina"
2013,74,"Süleyman","Fatma Nur"
2013,75,"Abdulkadir","Ece"
2013,76,"Muhammet","Hira Nur"
2013,77,"Musa","Eda"
2013,78,"Ensar","İlayda"
2013,79,"Egemen","Hümeyra"
2013,80,"Kayra","Bahar"
2013,81,"Muhammet Ali","Hazal"
2013,82,"Adem","Sudenaz"
2013,83,"Taha","Fatma Zehra"
2013,84,"Mahmut","Havin"
2013,85,"Eyüp","Aslı"
2013,86,"Doruk","Melis"
2013,87,"İbrahim Halil","Beril"
2013,88,"Onur","Semanur"
2013,89,"Yavuz Selim","Öykü"
2013,90,"Mehmet Efe","İpek"
2013,91,"Selim","Mira"
2013,92,"Yunus","Nazlı"
2013,93,"Ömer Asaf","Hatice Kübra"
2013,94,"İsa","Şeyma"
2013,95,"Alper","Ravza"
2013,96,"Melih","Tuğba"
2013,97,"Ebubekir","Gamze"
2013,98,"Serhat","Elif Su"
2013,99,"Semih","Ela Nur"
2013,100,"Muhammet Emin","Gizem"
2014,1,"Yusuf","Zeynep"
2014,2,"Berat","Elif"
2014,3,"Mustafa","Hiranur"
2014,4,"Ömer","Yağmur"
2014,5,"Ahmet","Ecrin"
2014,6,"Eymen","Zehra"
2014,7,"Muhammed","Azra"
2014,8,"Miraç","Miray"
2014,9,"Mehmet","Nehir"
2014,10,"Emir","Eylül"
2014,11,"Kerem","Meryem"
2014,12,"Ayaz","Nisanur"
2014,13,"Çınar","Hira"
2014,14,"Ali","Belinay"
2014,15,"Enes","Hira Nur"
2014,16,"Muhammed Ali","Rabia"
2014,17,"Yunus Emre","Ela"
2014,18,"Hamza","Esma"
2014,19,"Emirhan","Mira"
2014,20,"Hüseyin","Sümeyye"
2014,21,"İbrahim","Beren"
2014,22,"Ömer Faruk","Ayşe"
2014,23,"Umut","Merve"
2014,24,"Furkan","Ada"
2014,25,"Mert","Defne"
2014,26,"Rüzgar","Fatma"
2014,27,"Hasan","Asya"
2014,28,"Muhammed Emin","Melek"
2014,29,"Burak","Esmanur"
2014,30,"Yiğit","Hatice"
2014,31,"Abdullah","Elanur"
2014,32,"Arda","Buğlem"
2014,33,"İsmail","Nisa"
2014,34,"Poyraz","Irmak"
2014,35,"Eren","Eslem"
2014,36,"Baran","Duru"
2014,37,"Yasin","Büşra"
2014,38,"Talha","Betül"
2014,39,"Alperen","Yaren"
2014,40,"Bilal","Emine"
2014,41,"Emre","Cemre"
2014,42,"Muhammed Emir","Damla"
2014,43,"Mehmet Ali","Beyza"
2014,44,"Deniz","Havin"
2014,45,"Efe","Tuana"
2014,46,"Ramazan","Kübra"
2014,47,"Metehan","Medine"
2014,48,"Muhammed mustafa","Zümra"
2014,49,"Mehmet Akif","İrem"
2014,50,"Ege","Derin"
2014,51,"Yağız","Ebrar"
2014,52,"Murat","Melisa"
2014,53,"Bünyamin","Erva"
2014,54,"Salih","Ayşegül"
2014,55,"Kaan","Nisa Nur"
2014,56,"Mehmet Emin","Esila"
2014,57,"Muhammed Enes","Elif Nur"
2014,58,"Osman","Mina"
2014,59,"Ömer Asaf","Elif Naz"
2014,60,"Aras","Öykü"
2014,61,"Ensar","Berfin"
2014,62,"Yakup","Esma Nur"
2014,63,"Kuzey","Aysima"
2014,64,"Egemen","Hümeyra"
2014,65,"Berkay","Melis"
2014,66,"Halil İbrahim","Ayşenur"
2014,67,"Muhammed Yusuf","Melike"
2014,68,"Kadir","Hilal"
2014,69,"Erdem","Berra"
2014,70,"Fatih","Deniz"
2014,71,"Harun","Feyza"
2014,72,"Bedirhan","Şeyma"
2014,73,"Abdulkadir","Asmin"
2014,74,"Halil","Şevval"
2014,75,"Yavuz Selim","Ece"
2014,76,"Batuhan","Rümeysa"
2014,77,"Doruk","Ceren"
2014,78,"Devran","Fatmanur"
2014,79,"Süleyman","İkra"
2014,80,"Musa","Esra"
2014,81,"Samet","Hayrunnisa"
2014,82,"Muhammet Ali","Bahar"
2014,83,"Adem","Fatma Zehra"
2014,84,"Mete","İpek"
2014,85,"Muhammet","Eda"
2014,86,"Yusuf Eymen","Fatma Nur"
2014,87,"Selim","Elif Su"
2014,88,"Mahir","Ravza"
2014,89,"Taha","Hazal"
2014,90,"Mahmut","Ceylin"
2014,91,"Eyüp","Hatice Kübra"
2014,92,"İbrahim Halil","Edanur"
2014,93,"Yunus","Aslı"
2014,94,"Barış","Semanur"
2014,95,"Ebubekir","Tuğba"
2014,96,"Muhammed Talha","İlayda"
2014,97,"Can","Nazlı"
2014,98,"Serhat","Sudenaz"
2014,99,"Onur","Beril"
2014,100,"Mehmet Efe","Elifnur"
